video,caption
52710_3TF_NfUmffw.mp4,"video interview with sandrine le meureux, senior vice-president"
52342_F3FV0cGC6pA.mp4,"garden bed and breakfast woldenberg"
16670_RgqhAgSlH6A.mp4,"two men playing boxing in a gym"
21676_Dg1cb76UaS4.mp4,"how to install a cast iron fireplace insert youtube"
20666_wH5LJf6qWsY.mp4,"four anime characters with the text in japanese"
8751_cCbVEmM6Yf0.mp4,"a few sunflowers are blooming in the green field"
1745_YVo6LkJ2Q_o.mp4,"an asian man in a blue shirt looks upset"
10866_6BbcO8JWlag.mp4,"thank you for watching subscribe for more "
17179_Mpxj2F25mP0.mp4,"a slice of cake topped with raspberry sauce"
5598_uVpS1nejQAQ.mp4,"pavers installed in front of a house"
51543_Bj2T5MOvxrM.mp4,"woman using power drill to install shelves"
10708_N3UVHw5PYEs.mp4,"how to build a wood rack that holds your guitars youtube"
15745_guX6fgVO5xU.mp4,"arabic men playing in traditional clothes on a football field"
2450_hw6KBNTQxb4.mp4,"two soda machines sit side by side"
6400_EvQvGtCTE7I.mp4,"an asian military man is talking to reporters while other people are watching"
52739_bNdirBPWJVA.mp4,"two women in news anchor positions with a tree behind them"
2911_xSNeJ5SqUT4.mp4,"russian font, black background with the text'brema 'in white"
3745_wP4yb7XSVpk.mp4,"havan - korean online shopping- screenshot thumbnail"
5714_glIRcIurOA8.mp4,"a person lifting weights on the bar during the event"
24171__8DZBMTp4s0.mp4,"five girls are huddled together on an ice surface"
17539_d4LNpoqjkwU.mp4,"google map of genocide in abkhazia"
4628_q63k7bazwLE.mp4,"a chinese music video that has the words'huan yi"
53176_ajJ6se4r1ec.mp4,"all passion logo"
8543_SzaBMyXKUt4.mp4,"the forbidden city from above"
51991_BTgeHf6YPNI.mp4,"a person holding an electronic tester next to an electronic monitor"
22215_SXocbchW4JU.mp4,"an orange crab in the sand on the beach"
9098_f5G07pEOljw.mp4,"a man with two hands on a laptop computer"
20880_WIZNINrNz0Y.mp4,"a person cutting a black leather cord with green scissors"
19563_KI3eU93cOk8.mp4,"a tractor loaded with logs is sitting in the middle of a field"
13282_tZlc1puvDOE.mp4,"an arabic keyboard on a computer game"
11786_rrsARxSH6MQ.mp4,"2021 korean new year greeting"
7389_KGjabSBidAk.mp4,"a chinese girl is doing homework with two young girls in a classroom"
15136_0voU1GkykL8.mp4,"two asian girls are talking to each other"
15721_R_y6wCGiUws.mp4,"a cartoon screen with people in a room with items"
17576_TTmt6ZkVcRs.mp4,"purple flowers in a garden with a quote"
23420_DnDkSHCYh74.mp4,"japanese soap is stacked in a shop in front of a door"
2991_xWGArUSAEmo.mp4,"two young children in cardboard boxes holding swords"
25190_sYOLHobjRZU.mp4,"a grey cat lying down on a scratcher on the floor"
22317_oHUqOnns1Lk.mp4,"a black background with white text saying, lontech"
12187_mQ9JUk5c6yk.mp4,"the girl is on a beach in front of a crab"
22983_fJW3CUgnTME.mp4,"a person is holding the handle to a door"
54363_1ojOw7TNsSE.mp4,"female news anchor presenting in front of buildings"
547_IT1oiFRDm2c.mp4,"a screenshot of ajax website in japanese"
11840_3ctkslWJnq8.mp4,"a pot on a stove that is on a window"
16605_W4_5dgQBdlY.mp4,"2 japanese men sitting at a desk talking about a logo"
50226_e5VqmNPVYPw.mp4,"lumo tomer interview with reed ferguson"
19457_Cl2_O3AZ7sw.mp4,"a person holding a rock in an online game"
51263_ZpYlgTXdrNg.mp4,"dr shan yi-jiang, chief physician of mrc and head of its korean branch"
14701_4imNO4H4n1k.mp4,"video game gta 5 multiplayer – redheads in the room"
8378_DZFAaKC0S0c.mp4,"the figurine of an action figure with red hair and white shirt"
26997_wsZpYCTfazc.mp4,"an asian news video shows the police car traveling in the rain"
24242_KyND3DWBLWY.mp4,"support dx summit 2012 - trailer"
3183_ZfVgW0GxYXQ.mp4,"an image of the woman in black, with the caption, the beast master seals the case"
16080_6lUuu_jGvag.mp4,"a korean news anchor is sitting in front of a building"
10521_sskJNAaAA9E.mp4,"mountain road with quote on korean words"
24104_lUNTbEyBaGU.mp4,"a man in black shirt preparing food"
5506_bFI6LM_FTV4.mp4,"two kids cutting open a plastic box with scissors"
9369_DsjbTzXxi9Q.mp4,"a korean television commercial for a foot washing process"
26422_PHO1cT5mENs.mp4,"the text of a report with the information about the sales in japan"
7518_ISpLPENlaHk.mp4,"a person is using a laptop computer in front of a printer"
21483_JtKCoNhgbEg.mp4,"fashion sketching for bridal fashion"
2605_MifWZdIVjyY.mp4,"an image of the snowy mountains with japanese words on the screen"
19512_nl0gRNZ9s7I.mp4,"concrete pipe installation on floor by an experienced plumber"
50584_xa3Vl9oB1rQ.mp4,"web conference with video from 4 sides"
18450_pu6tUe4Dlmg.mp4,"a man painting a wall with an apron"
52207_zuTV5YtvCh4.mp4,"the man is holding a bamboo basket on his hands"
25332_SWjIj4djUlA.mp4,"a dishwasher has a tray in it"
20596_qdyqGASnIy0.mp4,"the french aircraft carrier is in the water"
10319_6Gn28Fnw1cM.mp4,"one of the documents is being translated with asian writing"
26011_hmzUApyziXo.mp4,"a moose walking across the snow in russia"
24468_fdDaAbKvbvM.mp4,"the structure of a chinese room"
3613_kbH6NmGKBZ0.mp4,"a man standing in front of a wooded garage with tools"
53407_XQAr0iuQP0Y.mp4,"a hand holding a pair of gloves with some tools"
3757_MhrnmxiFGj4.mp4,"transformers war for cybertron action figure reveals"
22837_1IOruxhxLPU.mp4,"a newsman speaking to a camera about a sworn officer who was released from the hospital"
55491_SUjhwuKtU14.mp4,"a black and white poster that reads one dimensional steady - state conductor"
16933_iQhG6yZJkp0.mp4,"a doctor in glasses talking about his work"
25781__Hzuiwg6hpU.mp4,"league of legends gameplay in full-screen with two players"
27447_b1xV9KNcaHU.mp4,"a hotel maid cleaning the hotel bed"
18977_wCsJFG2UK10.mp4,"ubx- tested edge configuration- business view"
28030_yvMfcsdJbII.mp4,"a screenshot of a ship in the water"
15890_E_c_dNC_VnY.mp4,"girls are swimming in a pool with a ball and a person"
11233_Q6N83HrtXdk.mp4,"a person's hands with orange nail polish being applied"
9337_aC5lJspnu_4.mp4,"the wheat is growing in a large field in a sunny day"
53034_V07afKl4y5g.mp4,"the korean internet news on a computer screen"
2555_Rntd17nnwog.mp4,"a metallic version of the word elir in black"
8694_4A0a7H_cnPE.mp4,"chinese language - screenshot"
18307_Y66vN4ia_OY.mp4,"step 2 know the law"
2852_rXymoiXw9DU.mp4,"the news station shows an image of a green blade of grass in chinese"
320_yaGs7L27XoA.mp4,"korea's health ministry warns against the lungs and respiratory diseases"
11632_UaAwLbgSok0.mp4,"screenshot from a video showing a man and a woman with the same breasts and measurements"
13461_LkvOY4P5zbw.mp4,"asian band standing in front of a green house"
50918_uqt8x2eKUXo.mp4,"a blue text on the screen that reads, online tecla"
53827_CxxjZeIZC58.mp4,"a person making a small fan out of paper and wood"
7460_7NmUtqSbidc.mp4,"a person using scissors on some pieces of cloth"
14284_iCZowlF3bnQ.mp4,"activity based working action determine le travail"
16338_be6PyU5q_5c.mp4,"two people are speaking in front of a chinese stage with robots"
20236_HwIbszUm4pg.mp4,"the sign for a coaching center in the shape of an image"
51431_VkXUNYRg5Ls.mp4,"an image that says to make a bonfire with a wood fire"
11470_E0ROND8jSPY.mp4,"a woman standing in a park talking"
4267_dxyyplADV5o.mp4,"two young women wearing saris in purple and pink"
26598_Dba8WEn0Wzk.mp4,"a person using a meter to measure some wire"
18342_fnbCo_G0wWo.mp4,"a person using an old wooden floor for tile"
25747_CXJuBtzYUbs.mp4,"a man is standing in front of a container and generator"
2731_JXo5wplU5T8.mp4,"a woman preparing to clean up a hive"
17950_vd9wkQMWOqs.mp4,"a crowd of people in red shirts, sitting in an office"
55492_y92GRIjq7Qo.mp4,"a man is showing how to change the tire on his bike"
8983_H4d0ioOsYWI.mp4,"the man is shown in front of a huge network rack"
843_0NV8jMx2Zy8.mp4,"a drawing of a cup of juice in korean"
27854_gr2OnxLdSoU.mp4,"kitten being held by a human while being fed by a bottle"
16442_ZzK4VeGFCzg.mp4,"a young girl plays a game of soccer in an early learning center"
23089_Eglw1qxo85A.mp4,"a screenshot of the chinese internet browser"
497_ZoPUQLZlEpI.mp4,"two thumbs up button for youtube in japanese"
10303_2SeCwDisHXY.mp4,"a man in a car driving in a dirt area"
9307_qoscyLyz40g.mp4,"two chickens stand together to feed their babies"
9794_RXgbASR2DAU.mp4,"a woman with pink hair and a black mask on her face"
10624_RX14O17SLnc.mp4,"clash royale, showing the items and buildings"
12193_uRdEcTBeHx4.mp4,"china building material ship model in a box"
9710_2q4mwCR6OiA.mp4,"the player in the video is moving his basketball along the court"
24685_q4xrJyU40yE.mp4,"drift wood covered in seaweed"
2614_77Lc43yTREo.mp4,"a screenshot of the steam page"
8610_oktIkiYVy2M.mp4,"japanese text shows the type of information"
7983_03Enh4rYN14.mp4,"woman looking at her skin in the mirror"
11777_Jzg1qck8Qes.mp4,"man making a hat out of bamboo"
20056_tGcdgiODgYA.mp4,"man in white shirt playing golf on grass"
9094_UHgrPxiUXNc.mp4,"the excel spreadsheet shows the text with a column label"
1091_LRRdpNMAtFo.mp4,"south korea's fmta announces its plan to strengthen ssp"
53069__dOKw5T7Wx8.mp4,"a woman walking through a terminal with luggage and two robots"
5676_ZcoG4eypA_Q.mp4,"chinese news reporter at dance competition"
5055_6XjJ8dnyaBc.mp4,"black woman in coat looking at the camera"
6465_fLLE8sjyIC4.mp4,"china tea table the real tea"
23627_yvw7aeVitbw.mp4,"a person is using an air compressor to pump some red plastic"
53577_LHl3VaJtKsI.mp4,"l'oreal freestyle cream blush video"
8193_eLyYCTqrTjE.mp4,"a closet with a bunch of clothes on the shelves"
24271_UvknRV5GKs0.mp4,"neil germo - social media influence"
3800_XVjwJjRsYcM.mp4,"woman paying for items in a supermarket"
13307_WewCOSjxh2w.mp4,"a white board with a lot of post - it notes"
1612_H4PpKigbVRo.mp4,"a black screen with the words i find the movie fun in korean"
10289_omvhRjZPCHE.mp4,"a cartoon image of a cartoon character jumping through the clouds"
17298_Q00eXxoqFMk.mp4,"a screen shot of the xp file manager"
18770_Oz_KKFTMJSg.mp4,"two people with a dog, playing squash in an indoor court"
16_aBkvV169x4k.mp4,"the white house logo is displayed on blue"
3622_shlqZeBemD4.mp4,"the korean language learning website, with four people talking"
15189_dW8J7_l8INY.mp4,"a player on the ground catching a ball"
19473_8R70ggo_9YE.mp4,"a small, compact laser machine"
53659_MSJYFraAN8k.mp4,"a cartoon with a korean man in a korean costume"
4644_XVXmYD0UPRQ.mp4,"science vs art - science experiment"
13638_fNSPCZNWMX4.mp4,"thai language is written on a black background"
1470_A4j43X4Wgso.mp4,"anime bunny with wine glass"
22991_JSohjdLywIk.mp4,"a person's hands on a controller with four knobs"
21479_VrmYA2NaDv0.mp4,"video vlogger ayu seo - video minggu sama-ngayu hua"
15928_cmUYekZBlrI.mp4,"a white bowl with green and yellow paint"
19899_l9yy_Sp734w.mp4,"a television screen that says svb news svb, with a graphic showing an american"
26065_xQXGj2rHrSA.mp4,"the woman in yellow on a news broadcasting tv"
1937_gZM4dvwpsgk.mp4,"two high rise apartments with a swimming pool"
15341_H2JyMM4D9qM.mp4,"an airplane flying above a black background"
5875_pnscIJbQKkA.mp4,"a man holding up a yellow sign with the words it's the right thing"
13490_jmX7xWLOpig.mp4,"how to convert solid model to dxf file"
19894_hj7Hpzp2k1s.mp4,"a man using a microscope and a microscope on some jewelry"
17534_eowTyn4VuCc.mp4,"a hot air balloon flying through the air near cars"
20487_5yWV20b1KVw.mp4,"aerial view of a park showing trees and a train track"
15069_pYFS_c2nB5g.mp4,"the title of a korean song with green leaves and a tree"
23691_Jw8U0ROsb6A.mp4,"little boy adjusting blender"
5460_BMPNMTEQ63M.mp4,"the word lifestyle faith positivity on a pink background"
54098_k6MbgOJpPkk.mp4,"the text for the blog that asks the question what's your leadership style?"
3402_gkmoGptmBx8.mp4,"jurassic world | english-japanese | official trailer"
20200_1C6VLuDo6ak.mp4,"sb analytics | страниа 3 - арив клеве да"
22109_Oi2dgDivtjs.mp4,"chinese words that say wartime leader of cigarettes and cigars"
17739_Or8aqY3LtQc.mp4,"ronaldo nelson interviews luo li during an interview"
26191_VQRhtrrBebk.mp4,"skateboard tricks you may not have known before"
26829_jNmQYYHFOq4.mp4,"joe biden - americans record inflation, gas prices"
8114_6OT4G9vXW1k.mp4,"a person in a yellow safety jacket flies through the air in front of a plane"
16619_AeHjtdn73ak.mp4,"a person using a printer to read papers"
18880_dyAfaapuR64.mp4,"the thai national lottery draws on september 8, 2018"
26682_ADYj8HiPf40.mp4,"a tennis player on the court has a ball coming at him"
18232_3McIySi_t3g.mp4,"a woman is repairing her car engine with a tool"
7913_6zc_i1ccW40.mp4,"a man is speaking to the camera about a children's park"
25152_iVxMOS0BU_0.mp4,"a bald man with microphone in his hands talking to a crowd in a grass field"
52826_4_UlRkGCWSY.mp4,"a car on the road with water flowing"
24951_3fliLEQP4Ag.mp4,"tv news in urdu with a blackboard"
3206_9zHR1oBbILQ.mp4,"a man installing an extra room in the basement"
1319_BFet0TX0EIs.mp4,"a woman is wrapping a gift while a boy lays on the table"
26911_Ibj_6715DbU.mp4,"baked potato recipe using dicks red hot sauce"
2431_1zX44mdSnqw.mp4,"an orange tractor pulling a hay baler in the middle of a grass field"
26902_16k9X1wj9OI.mp4,"a man in a suit looking into his bag"
20798_UQ4mos0Kwl8.mp4,"a person's hand with pliers clamping on a box"
50973__pSzgeiHy3I.mp4,"view of an interior view of a bus driving on a snowy road"
12828_CItDVi1sQdg.mp4,"a black horse and a red horse running down a hill"
22110_JOV5THWzIx8.mp4,"man in green shirt does a trick on a cobblestone road"
26827_Z7PZxLJIx5Q.mp4,"water being placed in a glass with the lid off"
51280_30UEnpaAGNc.mp4,"a person is playing pool in the asian billiards"
52372_02d5JnWNitg.mp4,"a round object made from grey yarn"
11455_CY0qkB6TdIc.mp4,"the man in the white shirt is holding a plate of rice"
16211_cWLPMjhaHLc.mp4,"decouvr esignes de distance à une page en ligne"
24610__YEiWb2QSBI.mp4,"a man in a blue shirt looks at some rolls of paper towels"
1672_Zheb2rS8jbA.mp4,"a large door in an empty room is open"
26342_lwo6PJWdeQo.mp4,"the software for the korean language settings"
25170_rJF2QsOOXDE.mp4,"police in front of buses with police wearing protective gear"
10620_RteZjQ8CUo4.mp4,"dentist is removing the teeth from an individual"
55388_R5yQg21dsEw.mp4,"pork bone soup recipe"
9897_1UstdVj2y2o.mp4,"video shows dog playing in grassy yard with man"
3499_BwGwDanaFhY.mp4,"the word or or chinese text is on a black background"
52872_qkGrbTbe2Vw.mp4,"two drinks with blue ice on top of a wooden table"
19986_i5kiqHq3nq0.mp4,"a young woman in sunglasses poses with a variety of different brand logos"
12046_uWjrzeuudu4.mp4,"a splash water park in a pool on a cruise"
12810_dRNa2Cw0gQI.mp4,"a cartoon of two people in a jail cell and a person standing next to them"
3705__8328O8XjNs.mp4,"a person is burning a metal plate in the desert"
18154_v8hXtgY0KCI.mp4,"a blue image of pricing for the software company"
54815_ezBCmHpZ31Q.mp4,"screenshot of e-mail management in the windows 7 interface"
54501__WS6P_38jAU.mp4,"a minecraft-themed image of the girl in front of a machine"
24752_7c8wRd7iBHw.mp4,"an image of the words thank for watching on red background"
12756_eo_a2FgMxTA.mp4,"a digital display showing various flowers"
7977_W4XQoyqjMhY.mp4,"the anime has a glowing red text and background"
54092_ylfePCjEDIs.mp4,"an aerial view of a large water plant with tanks"
11497_R6B8DZ7gmPc.mp4,"someone holding a cassette in the hand"
26882_oSdckqs8vdo.mp4,"a newspaper article showing a tamil sentence with a red line"
9235_uuvQwHaZjsA.mp4,"how to change excel color code from # 0d 0d 0d to # 3f 7f"
3559_FwmDs75ebQg.mp4,"an asian newscast on an asian city"
21791_zmrN7E6Rsmw.mp4,"an image of a large missile that is flying through the air"
4716_4DyS0X7gV7k.mp4,"dr eda koga is a professor and lecturer of medicine"
12457_9ZwDngiGkhg.mp4,"a woman with a stethoscope and a painting on the wall"
5968_O_M4Lg9d3Xs.mp4,"the u s federal reserve building in the background with a large text overlay"
52039_FSTY5fU9YA4.mp4,"the danol social network is a website with the man in a gray shirt on it"
4475_bDDJtdKssT4.mp4,"a girl wearing glasses with her face in the camera"
53995_iUAw9YvsWD8.mp4,"large wooden wheel shaped pendant light"
26295_25jEWUAYleg.mp4,"people sitting in chairs and wearing face masks"
7593_TVmFkY7kyxs.mp4,"a game showing a skier on the snowy track"
6910_UQ5Bo5cBuwM.mp4,"tv wall with bricks and the tv on"
8281_3SHnmQBjKmg.mp4,"a pan containing soup and meat with the words chinese on it"
50521_WFQw7ynN8xc.mp4,"the website of the russian business"
3744_1AMWqgV3aj0.mp4,"an image of a minecraft block"
3139_EyoMkRH8jg8.mp4,"a man is looking for something in the meat section"
24181_hCnFng55NPE.mp4,"abc abc in chinese and english on the screen"
4577_LOTaAvhpGy8.mp4,"a man wearing a surgical mask sitting at a desk"
